GT	type	size	error	etype	correct.bkpt	sample
het	INS	165	3	location/seq	TRUE	s2
hom	INS	237	9	location/seq	TRUE	s2
het	INS	74	10	location/seq	TRUE	s2
het	INS	323	4	location/seq	TRUE	s2
hom	INS	272	10	location/seq	TRUE	s2
het	INS	145	3	location/seq	TRUE	s2
het	INS	116	4	location/seq	TRUE	s2
het	INS	221	4	location/seq	TRUE	s2
hom	INS	125	10	location/seq	TRUE	s2
het	INS	127	11	location/seq	TRUE	s2
hom	INS	313	6	location/seq	TRUE	s2
hom	INS	352	4	location/seq	TRUE	s2
hom	INS	300	1	location/seq	TRUE	s2
hom	INS	111	11	location/seq	TRUE	s2
hom	INS	222	5	location/seq	TRUE	s2
hom	INS	197	4	location/seq	TRUE	s2
het	INS	325	4	location/seq	TRUE	s2
hom	INS	309	12	location/seq	TRUE	s2
het	INS	69	10	location/seq	TRUE	s2
het	INS	264	3	location/seq	TRUE	s2
het	INS	330	3	location/seq	TRUE	s2
het	INS	343	8	location/seq	TRUE	s2
hom	INS	722	3	location/seq	TRUE	s2
het	INS	845	11	location/seq	TRUE	s2
het	INS	205	6	location/seq	TRUE	s2
het	INS	129	5	location/seq	TRUE	s2
hom	INS	76	10	location/seq	TRUE	s2
het	INS	429	12	location/seq	TRUE	s2
het	INS	144	10	location/seq	TRUE	s2
het	INS	90	8	location/seq	TRUE	s2
hom	INS	245	7	location/seq	TRUE	s2
het	INS	77	11	location/seq	TRUE	s2
het	INS	70	12	location/seq	TRUE	s2
het	INS	146	5	location/seq	TRUE	s2
het	INS	133	5	location/seq	TRUE	s2
het	INS	106	6	location/seq	TRUE	s2
het	INS	209	4	location/seq	TRUE	s2
het	INS	3962	3	location/seq	TRUE	s2
hom	INS	1478	4	location/seq	TRUE	s2
het	INS	305	11	location/seq	TRUE	s2
hom	INS	133	4	location/seq	TRUE	s2
het	INS	142	10	location/seq	TRUE	s2
hom	INS	55	4	location/seq	TRUE	s2
het	INS	892	6	location/seq	TRUE	s2
hom	INS	74	11	location/seq	TRUE	s2
hom	INS	149	11	location/seq	TRUE	s2
het	INS	53	8	location/seq	TRUE	s2
hom	INS	447	4	location/seq	TRUE	s2
het	INS	457	6	location/seq	TRUE	s2
het	INS	2478	3	location/seq	TRUE	s2
hom	INS	439	4	location/seq	TRUE	s2
hom	INS	1477	7	location/seq	TRUE	s2
hom	INS	196	1	location/seq	TRUE	s2
hom	INS	956	6	location/seq	TRUE	s2
hom	INS	10834	10	location/seq	TRUE	s2
hom	INS	2646	10	location/seq	TRUE	s2
het	INS	149	6	location/seq	TRUE	s2
het	INS	427	3	location/seq	TRUE	s2
hom	INS	3558	7	location/seq	FALSE	s2
hom	INS	591	1	location/seq	TRUE	s2
hom	INS	120	6	location/seq	TRUE	s2
hom	INS	180	9	location/seq	TRUE	s2
het	INS	54	4	location/seq	TRUE	s2
het	INS	523	10	location/seq	TRUE	s2
het	INS	690	5	location/seq	TRUE	s2
het	INS	314	8	location/seq	TRUE	s2
hom	INS	1101	9	location/seq	TRUE	s2
het	INS	1895	2	location/seq	FALSE	s2
hom	INS	90	5	location/seq	TRUE	s2
hom	INS	2152	10	location/seq	TRUE	s2
hom	INS	155	8	location/seq	TRUE	s2
het	INS	146	9	location/seq	TRUE	s2
hom	INS	151	8	location/seq	TRUE	s2
het	INS	72	5	location/seq	TRUE	s2
het	INS	341	6	location/seq	TRUE	s2
hom	INS	126	6	location/seq	TRUE	s2
hom	INS	82	4	location/seq	TRUE	s2
het	INS	379	4	location/seq	TRUE	s2
het	INS	90	7	location/seq	TRUE	s2
hom	INS	83	2	location/seq	FALSE	s2
het	INS	69	7	location/seq	TRUE	s2
hom	INS	127	5	location/seq	TRUE	s2
hom	INS	160	10	location/seq	TRUE	s2
het	INS	53	3	location/seq	TRUE	s2
hom	INS	292	8	location/seq	TRUE	s2
het	INS	248	9	location/seq	TRUE	s2
hom	INS	78	5	location/seq	TRUE	s2
hom	INS	151	8	location/seq	TRUE	s2
hom	INS	184	11	location/seq	TRUE	s2
het	INS	95	2	location/seq	TRUE	s2
hom	INS	81	1	location/seq	TRUE	s2
hom	INS	266	3	location/seq	TRUE	s2
hom	INS	53	10	location/seq	TRUE	s2
het	INS	72	9	location/seq	FALSE	s2
het	INS	135	7	location/seq	TRUE	s2
het	INS	201	3	location/seq	TRUE	s2
hom	INS	489	6	location/seq	TRUE	s2
het	INS	405	8	location/seq	TRUE	s2
het	INS	224	5	location/seq	TRUE	s2
hom	INS	60	11	location/seq	TRUE	s2
hom	INS	407	8	location/seq	TRUE	s2
hom	INS	325	4	location/seq	TRUE	s2
het	INS	62	7	location/seq	TRUE	s2
het	INS	112	7	location/seq	TRUE	s2
hom	INS	83	4	location/seq	TRUE	s2
hom	INS	75	3	location/seq	TRUE	s2
hom	INS	628	8	location/seq	TRUE	s2
het	INS	69	10	location/seq	TRUE	s2
hom	INS	63	7	location/seq	TRUE	s2
hom	INS	160	9	location/seq	TRUE	s2
hom	INS	534	8	location/seq	TRUE	s2
het	INS	111	4	location/seq	TRUE	s2
hom	INS	160	8	location/seq	TRUE	s2
hom	INS	4456	10	location/seq	TRUE	s2
het	INS	135	5	location/seq	TRUE	s2
hom	INS	127	10	location/seq	FALSE	s2
hom	INS	164	7	location/seq	TRUE	s2
het	INS	306	8	location/seq	TRUE	s2
hom	INS	1938	5	location/seq	TRUE	s2
hom	INS	736	8	location/seq	TRUE	s2
hom	INS	87	5	location/seq	TRUE	s2
hom	INS	103	7	location/seq	TRUE	s2
het	INS	665	10	location/seq	TRUE	s2
hom	INS	1771	7	location/seq	TRUE	s2
het	INS	163	10	location/seq	TRUE	s2
hom	INS	344	3	location/seq	TRUE	s2
hom	INS	303	5	location/seq	TRUE	s2
het	INS	103	9	location/seq	TRUE	s2
het	INS	225	10	location/seq	TRUE	s2
het	INS	399	8	location/seq	TRUE	s2
het	INS	160	2	location/seq	TRUE	s2
hom	INS	6053	4	location/seq	TRUE	s2
hom	INS	308	6	location/seq	TRUE	s2
hom	INS	303	7	location/seq	TRUE	s2
hom	INS	63	4	location/seq	TRUE	s2
het	INS	120	9	location/seq	TRUE	s2
hom	INS	5617	12	location/seq	TRUE	s2
hom	INS	133	9	location/seq	TRUE	s2
het	INS	719	10	location/seq	TRUE	s2
hom	INS	271	11	location/seq	TRUE	s2
hom	INS	57	9	location/seq	TRUE	s2
het	INS	141	11	location/seq	TRUE	s2
het	INS	65	8	location/seq	TRUE	s2
hom	INS	1285	7	location/seq	TRUE	s2
hom	INS	258	3	location/seq	TRUE	s2
het	INS	221	6	location/seq	TRUE	s2
het	INS	241	7	location/seq	TRUE	s2
het	INS	247	3	location/seq	TRUE	s2
hom	INS	231	7	location/seq	TRUE	s2
hom	INS	83	3	location/seq	TRUE	s2
het	INS	550	10	location/seq	TRUE	s2
hom	INS	306	3	location/seq	TRUE	s2
het	INS	61	7	location/seq	TRUE	s2
hom	INS	55	11	location/seq	TRUE	s2
het	INS	67	4	location/seq	TRUE	s2
hom	INS	2186	5	location/seq	TRUE	s2
hom	INS	281	5	location/seq	TRUE	s2
het	INS	58	7	location/seq	FALSE	s2
hom	INS	390	6	location/seq	TRUE	s2
het	INS	167	10	location/seq	TRUE	s2
hom	INS	185	11	location/seq	TRUE	s2
hom	INS	244	4	location/seq	TRUE	s2
het	INS	65	2	location/seq	TRUE	s2
het	INS	127	11	location/seq	TRUE	s2
het	INS	154	4	location/seq	TRUE	s2
het	INS	229	6	location/seq	TRUE	s2
hom	INS	317	10	location/seq	TRUE	s2
hom	INS	506	2	location/seq	TRUE	s2
hom	INS	1981	3	location/seq	TRUE	s2
het	INS	91	7	location/seq	TRUE	s2
het	INS	217	1	location/seq	TRUE	s2
het	INS	116	4	location/seq	TRUE	s2
hom	INS	361	3	location/seq	TRUE	s2
het	INS	55	7	location/seq	TRUE	s2
hom	INS	61	7	location/seq	TRUE	s2
hom	INS	1680	5	location/seq	TRUE	s2
het	INS	322	10	location/seq	TRUE	s2
het	INS	166	2	location/seq	TRUE	s2
het	INS	53	10	location/seq	FALSE	s2
het	INS	51	9	location/seq	TRUE	s2
hom	INS	78	8	location/seq	TRUE	s2
het	INS	64	10	location/seq	TRUE	s2
het	INS	52	4	location/seq	TRUE	s2
hom	INS	173	9	location/seq	TRUE	s2
het	INS	88	2	location/seq	TRUE	s2
hom	INS	429	11	location/seq	TRUE	s2
hom	INS	364	8	location/seq	TRUE	s2
hom	INS	117	10	location/seq	TRUE	s2
hom	INS	59	4	location/seq	TRUE	s2
hom	INS	97	2	location/seq	TRUE	s2
hom	INS	211	4	location/seq	TRUE	s2
het	INS	650	12	location/seq	TRUE	s2
hom	INS	174	6	location/seq	TRUE	s2
het	INS	137	8	location/seq	TRUE	s2
het	INS	73	10	location/seq	TRUE	s2
het	INS	57	7	location/seq	TRUE	s2
het	INS	545	9	location/seq	TRUE	s2
het	INS	2524	4	location/seq	TRUE	s2
het	INS	2666	9	location/seq	TRUE	s2
het	INS	78	2	location/seq	TRUE	s2
hom	INS	667	10	location/seq	TRUE	s2
het	INS	328	9	location/seq	TRUE	s2
hom	INS	94	5	location/seq	TRUE	s2
hom	INS	120	2	location/seq	TRUE	s2
het	INS	194	6	location/seq	TRUE	s2
hom	DEL	97	4	start	FALSE	s2
hom	DEL	121	8	both	FALSE	s2
het	DEL	93	10	start	TRUE	s2
hom	DEL	221	4	both	FALSE	s2
hom	DEL	1059	4	both	FALSE	s2
het	DEL	107	6	both	FALSE	s2
het	DEL	321	8	both	FALSE	s2
hom	DEL	113	8	both	FALSE	s2
hom	DEL	159	3	start	TRUE	s2
hom	DEL	78	3	both	TRUE	s2
hom	DEL	141	8	start	FALSE	s2
het	DEL	571	5	start	FALSE	s2
hom	DEL	278	4	both	FALSE	s2
het	DEL	86	1	start	TRUE	s2
hom	DEL	121	2	start	TRUE	s2
het	DEL	65	7	start	TRUE	s2
het	DEL	52	10	both	FALSE	s2
hom	DEL	172	5	start	TRUE	s2
het	DEL	334	7	both	FALSE	s2
hom	DEL	90	7	start	TRUE	s2
hom	DEL	353	7	both	FALSE	s2
het	DEL	54	4	both	FALSE	s2
hom	DEL	51	5	both	TRUE	s2
het	DEL	131	5	start	TRUE	s2
het	DEL	901	3	start	TRUE	s2
het	DEL	3344	10	both	FALSE	s2
het	DEL	337	3	both	FALSE	s2
hom	DEL	311	3	start	FALSE	s2
het	DEL	60	8	both	FALSE	s2
het	DEL	91	9	start	FALSE	s2
het	DEL	103	3	both	TRUE	s2
hom	DEL	96	2	both	FALSE	s2
hom	DEL	64	3	start	TRUE	s2
het	DEL	223	8	both	FALSE	s2
het	DEL	56	3	start	TRUE	s2
het	DEL	319	4	start	FALSE	s2
het	DEL	4066	9	both	FALSE	s2
het	DEL	65	1	start	FALSE	s2
hom	DEL	215	8	both	FALSE	s2
hom	DEL	6073	2	both	FALSE	s2
hom	DEL	507	8	start	TRUE	s2
hom	DEL	67	1	both	TRUE	s2
het	DEL	1898	1	start	TRUE	s2
het	DEL	4131	10	start	TRUE	s2
het	DEL	150	10	start	TRUE	s2
het	DEL	66	2	both	FALSE	s2
het	DEL	166	3	start	TRUE	s2
hom	DEL	326	9	both	FALSE	s2
hom	DEL	124	4	both	FALSE	s2
hom	DEL	51	3	both	TRUE	s2
het	DEL	59	7	both	FALSE	s2
hom	DEL	85	9	start	TRUE	s2
het	DEL	106	1	both	TRUE	s2
hom	DEL	152	4	start	FALSE	s2
het	DEL	51	9	start	FALSE	s2
hom	DEL	119	10	start	FALSE	s2
hom	DEL	138	7	start	FALSE	s2
het	DEL	298	8	start	TRUE	s2
het	DEL	128	9	start	FALSE	s2
het	DEL	54	4	start	TRUE	s2
hom	DEL	87	10	start	TRUE	s2
hom	DEL	287	2	start	TRUE	s2
het	DEL	105	4	start	FALSE	s2
het	DEL	165	10	both	FALSE	s2
hom	DEL	174	3	start	FALSE	s2
het	DEL	557	9	both	FALSE	s2
hom	DEL	51	10	start	TRUE	s2
het	DEL	3417	4	start	TRUE	s2
het	DEL	140	3	start	TRUE	s2
hom	DEL	63	1	both	TRUE	s2
hom	DEL	168	7	start	TRUE	s2
hom	DEL	332	8	start	TRUE	s2
het	DEL	81	6	start	TRUE	s2
het	DEL	177	5	start	TRUE	s2
het	DEL	58	5	start	TRUE	s2
het	DEL	57	4	both	FALSE	s2
hom	DEL	79	9	start	TRUE	s2
het	DEL	137	5	both	FALSE	s2
hom	DEL	523	2	both	TRUE	s2
het	DEL	2449	1	start	TRUE	s2
hom	DEL	195	5	start	TRUE	s2
hom	DEL	58	10	both	FALSE	s2
hom	DEL	305	9	start	TRUE	s2
het	DEL	144	5	both	FALSE	s2
het	DEL	169	1	both	FALSE	s2
hom	DEL	69	2	start	TRUE	s2
het	DEL	53	10	both	FALSE	s2
hom	DEL	55	7	start	TRUE	s2
hom	DEL	331	4	start	TRUE	s2
hom	DEL	134	8	both	FALSE	s2
het	DEL	83	9	start	FALSE	s2
hom	DEL	1753	10	both	FALSE	s2
hom	DEL	314	5	both	FALSE	s2
hom	DEL	330	5	both	FALSE	s2
het	DEL	330	9	both	FALSE	s2
hom	DEL	97	5	both	FALSE	s2
hom	DEL	219	3	both	FALSE	s2
hom	DEL	63	9	both	FALSE	s2
het	DEL	315	1	start	TRUE	s2
hom	DEL	103	9	start	TRUE	s2
het	DEL	178	2	both	TRUE	s2
hom	DEL	75	10	start	TRUE	s2
het	DEL	57	9	start	FALSE	s2
het	DEL	53	1	both	TRUE	s2
hom	DEL	60	3	both	TRUE	s2
het	DEL	2782	9	start	TRUE	s2
hom	DEL	77	8	start	TRUE	s2
hom	DEL	312	7	start	FALSE	s2
hom	DEL	321	8	both	FALSE	s2
hom	DEL	79	4	start	FALSE	s2
hom	DEL	73	9	start	FALSE	s2
hom	DEL	313	6	both	FALSE	s2
hom	DEL	83	9	both	FALSE	s2
het	DEL	76	2	start	TRUE	s2
hom	DEL	51	8	both	FALSE	s2
het	DEL	51	9	start	TRUE	s2
hom	DEL	81	9	both	FALSE	s2
het	DEL	107	2	both	FALSE	s2
hom	DEL	53	4	start	TRUE	s2
het	DEL	131	4	start	FALSE	s2
hom	DEL	208	10	both	FALSE	s2
het	DEL	322	8	both	FALSE	s2
hom	DEL	108	5	start	FALSE	s2
hom	DEL	71	6	both	FALSE	s2
het	DEL	146	5	start	TRUE	s2
het	DEL	52	4	both	FALSE	s2
het	DEL	316	3	both	FALSE	s2
hom	DEL	54	7	start	FALSE	s2
hom	DEL	130	7	start	FALSE	s2
het	DEL	53	5	start	TRUE	s2
het	DEL	318	5	both	FALSE	s2
hom	DEL	93	1	both	TRUE	s2
het	DEL	115	5	both	FALSE	s2
hom	DEL	146	3	both	FALSE	s2
hom	DEL	301	7	both	FALSE	s2
hom	DEL	77	7	both	FALSE	s2
het	DEL	79	5	both	FALSE	s2
hom	DEL	64	3	both	TRUE	s2
hom	DEL	172	6	start	TRUE	s2
hom	DEL	76	6	both	FALSE	s2
hom	DEL	93	5	start	TRUE	s2
het	DEL	1433	10	start	TRUE	s2
het	DEL	63	1	start	TRUE	s2
hom	DEL	85	7	both	FALSE	s2
hom	DEL	350	4	start	TRUE	s2
hom	DEL	169	3	start	TRUE	s2
het	DEL	51	6	both	FALSE	s2
hom	DEL	61	1	both	TRUE	s2
hom	DEL	67	5	start	TRUE	s2
het	DEL	131	9	both	FALSE	s2
hom	DEL	331	5	both	FALSE	s2
het	DEL	755	4	start	TRUE	s2
het	DEL	6251	9	start	FALSE	s2
het	DEL	109	9	start	TRUE	s2
het	DEL	64	7	start	TRUE	s2
hom	DEL	60	9	start	FALSE	s2
het	DEL	205	10	start	FALSE	s2
hom	DEL	102	9	both	FALSE	s2
het	DEL	325	9	start	TRUE	s2
het	DEL	369	9	start	TRUE	s2
hom	DEL	328	9	start	TRUE	s2
hom	DEL	220	6	both	FALSE	s2
het	DEL	344	8	both	FALSE	s2
hom	DEL	99	8	both	FALSE	s2
het	DEL	172	2	both	FALSE	s2
het	DEL	4696	5	start	TRUE	s2
hom	DEL	12178	1	both	TRUE	s2
het	DEL	61	4	start	FALSE	s2
het	DEL	380	3	both	FALSE	s2
hom	DEL	4902	4	both	FALSE	s2
het	DEL	1263	10	both	FALSE	s2
het	DEL	108	4	both	FALSE	s2
hom	DEL	76	4	both	FALSE	s2
het	DEL	85	7	start	TRUE	s2
hom	DEL	167	10	both	FALSE	s2
het	DEL	68	3	both	FALSE	s2
hom	DEL	2779	5	start	TRUE	s2
hom	DEL	327	5	both	FALSE	s2
het	DEL	1570	2	both	FALSE	s2
hom	DEL	81	3	start	TRUE	s2
hom	DEL	106	3	both	FALSE	s2
hom	DEL	211	3	start	FALSE	s2
het	DEL	176	2	start	TRUE	s2
het	DEL	341	8	start	FALSE	s2
hom	DEL	55	8	both	FALSE	s2
hom	DEL	73	9	both	FALSE	s2
hom	DEL	160	6	start	TRUE	s2
het	DEL	96	2	start	TRUE	s2
het	DEL	60	4	both	FALSE	s2
hom	DEL	314	9	both	FALSE	s2
hom	DEL	329	8	both	FALSE	s2
het	DEL	320	10	start	FALSE	s2
het	DEL	577	2	start	TRUE	s2
het	DEL	2601	10	start	TRUE	s2
het	DEL	87	10	start	FALSE	s2
het	DEL	358	6	start	TRUE	s2
het	DEL	60	3	both	FALSE	s2
het	DEL	2961	1	start	TRUE	s2
het	DEL	267	10	start	TRUE	s2
hom	DEL	55	5	start	TRUE	s2
hom	DEL	121	5	start	FALSE	s2
het	DEL	773	10	start	TRUE	s2
het	DEL	312	3	both	FALSE	s2
hom	DEL	120	9	start	TRUE	s2
het	DEL	3344	10	both	FALSE	s2
hom	DEL	354	7	start	TRUE	s2
het	DEL	209	7	both	FALSE	s2
hom	DEL	46903	5	both	FALSE	s2
hom	DEL	578	2	start	TRUE	s2
hom	DEL	73	8	start	TRUE	s2
hom	DEL	316	9	start	TRUE	s2
hom	DEL	85	1	start	TRUE	s2
hom	DEL	67	4	both	FALSE	s2
het	DEL	322	3	both	FALSE	s2
hom	DEL	70	5	both	FALSE	s2
het	DEL	223	1	both	TRUE	s2
hom	DEL	130	5	both	FALSE	s2
het	DEL	2409	5	start	FALSE	s2
hom	DEL	85	2	both	FALSE	s2
het	DEL	90	2	both	FALSE	s2
het	DEL	249	9	both	FALSE	s2
het	DEL	102	8	start	TRUE	s2
hom	DEL	321	3	both	FALSE	s2
het	DEL	51	2	start	TRUE	s2
hom	DEL	159	3	start	TRUE	s2
hom	DEL	404	6	both	FALSE	s2
het	DEL	836	1	start	TRUE	s2
het	DEL	121	5	both	FALSE	s2
het	DEL	52	2	start	TRUE	s2
het	DEL	54	4	both	FALSE	s2
het	DEL	252	6	start	FALSE	s2
hom	DEL	89	9	both	FALSE	s2
het	DEL	63	6	start	TRUE	s2
het	DEL	51	8	start	TRUE	s2
hom	DEL	221	4	start	TRUE	s2
hom	DEL	110	9	start	FALSE	s2
hom	DEL	73	8	both	FALSE	s2
hom	DEL	105	10	both	FALSE	s2
het	DEL	68	6	start	TRUE	s2
het	DEL	202	10	start	TRUE	s2
het	DEL	311	10	start	TRUE	s2
het	DEL	54	6	both	FALSE	s2
hom	DEL	82	3	start	FALSE	s2
hom	DEL	61	6	start	TRUE	s2
hom	DEL	130	2	both	TRUE	s2
het	DEL	54	10	both	FALSE	s2
het	DEL	129	3	both	FALSE	s2
hom	DEL	235	2	both	TRUE	s2
het	DEL	104	1	both	FALSE	s2
het	DEL	66	5	start	TRUE	s2
hom	DEL	87	8	start	TRUE	s2
het	DEL	319	9	both	FALSE	s2
het	DEL	181	9	start	FALSE	s2
het	DEL	87	5	both	FALSE	s2
het	DEL	281	8	both	FALSE	s2
het	DEL	71	3	both	FALSE	s2
het	DEL	767	6	start	TRUE	s2
hom	DEL	8499	6	start	TRUE	s2
hom	DEL	51	3	start	TRUE	s2
het	DEL	136	1	both	FALSE	s2
het	DEL	79	1	start	TRUE	s2
hom	DEL	53	10	both	FALSE	s2
hom	DEL	94	9	both	FALSE	s2
hom	DEL	4510	6	start	TRUE	s2
hom	DEL	6065	3	start	TRUE	s2
hom	DEL	100	9	both	FALSE	s2
hom	DEL	174	1	both	TRUE	s2
het	DEL	306	5	both	FALSE	s2
hom	DEL	144	2	start	TRUE	s2
het	DEL	336	9	start	TRUE	s2
het	DEL	68	1	start	TRUE	s2
het	DEL	3876	3	both	FALSE	s2
het	DEL	57	10	start	TRUE	s2
het	DEL	53	7	start	TRUE	s2
hom	DEL	186	9	start	TRUE	s2
het	DEL	309	10	both	FALSE	s2
hom	DEL	72	2	both	FALSE	s2
hom	DEL	125	4	start	TRUE	s2
hom	DEL	76	2	both	FALSE	s2
hom	DEL	60	3	both	TRUE	s2
het	DEL	300	6	start	FALSE	s2
hom	DEL	47409	8	both	FALSE	s2
hom	DEL	194	4	start	TRUE	s2
het	DEL	80	4	both	FALSE	s2
het	DEL	113	7	start	FALSE	s2
het	DEL	298	8	start	TRUE	s2
hom	DEL	3265	7	both	FALSE	s2
het	DEL	69	4	both	FALSE	s2
hom	DEL	263	8	start	TRUE	s2
het	DEL	330	3	start	FALSE	s2
hom	DEL	58	2	start	TRUE	s2
hom	DEL	570	5	both	FALSE	s2
het	DEL	3197	10	start	FALSE	s2
het	DEL	79	5	both	FALSE	s2
het	DEL	157	9	start	TRUE	s2
hom	DEL	6793	6	both	FALSE	s2
het	DEL	2252	5	start	FALSE	s2
het	DEL	531	3	both	TRUE	s2
het	DEL	315	4	start	TRUE	s2
hom	DEL	131	3	start	TRUE	s2
het	DEL	487	7	both	FALSE	s2
het	DEL	70	5	both	FALSE	s2
het	DEL	59	4	both	TRUE	s2
hom	DEL	179	4	both	TRUE	s2
het	DEL	100	7	start	TRUE	s2
hom	DEL	226	4	start	TRUE	s2
het	DEL	56	2	both	FALSE	s2
het	DEL	97	2	start	TRUE	s2
hom	DEL	2801	4	start	TRUE	s2
hom	DEL	330	7	start	TRUE	s2
het	DEL	61	3	both	FALSE	s2
hom	DEL	65	4	start	TRUE	s2
hom	DEL	923	1	start	TRUE	s2
het	DEL	320	1	start	FALSE	s2
het	DEL	126	7	both	FALSE	s2
hom	DEL	92	5	start	TRUE	s2
hom	DEL	417	6	start	TRUE	s2
hom	DEL	406	8	start	TRUE	s2
hom	DEL	721	6	start	FALSE	s2
het	DEL	61	5	start	TRUE	s2
hom	DEL	67	10	both	FALSE	s2
hom	DEL	187	3	start	TRUE	s2
hom	DEL	58	5	both	FALSE	s2
hom	DEL	1024	6	both	FALSE	s2
hom	DEL	64	4	both	TRUE	s2
het	DEL	66	6	start	TRUE	s2
hom	DEL	96	9	start	TRUE	s2
hom	DEL	161	3	both	TRUE	s2
hom	DEL	1540	4	start	TRUE	s2
hom	DEL	79	8	start	FALSE	s2
het	DEL	134	6	start	FALSE	s2
het	DEL	155	8	both	FALSE	s2
het	DEL	97	8	start	TRUE	s2
hom	DEL	355	4	both	TRUE	s2
het	DEL	151	7	start	TRUE	s2
hom	DEL	59	1	start	FALSE	s2
het	DEL	332	6	start	TRUE	s2
het	DEL	52	3	start	TRUE	s2
het	DEL	61	3	both	FALSE	s2
het	DEL	503	2	both	FALSE	s2
het	DEL	887	9	start	FALSE	s2
hom	DEL	289	6	both	FALSE	s2
hom	DEL	129	2	both	TRUE	s2
het	DEL	65	2	both	TRUE	s2
het	DEL	110	6	both	FALSE	s2
hom	DEL	288	9	start	FALSE	s2
hom	DEL	1341	1	both	TRUE	s2
het	DEL	169	7	both	FALSE	s2
het	DEL	183	9	both	FALSE	s2
het	DEL	69	2	start	TRUE	s2
hom	DEL	66	3	both	TRUE	s2
hom	DEL	179	3	start	TRUE	s2
het	DEL	82	3	both	FALSE	s2
het	DEL	55	3	start	TRUE	s2
het	DEL	251	5	start	FALSE	s2
hom	DEL	254	6	both	FALSE	s2
het	DEL	136	6	both	FALSE	s2
hom	DEL	1728	2	start	FALSE	s2
hom	DEL	341	10	both	FALSE	s2
het	DEL	1601	10	start	FALSE	s2
het	DEL	78	8	both	FALSE	s2
hom	DEL	76	4	start	TRUE	s2
hom	DEL	764	9	start	TRUE	s2
hom	DEL	94	4	both	FALSE	s2
hom	DEL	71	5	both	FALSE	s2
hom	DEL	56	9	both	FALSE	s2
hom	DEL	754	1	start	TRUE	s2
hom	DEL	178	4	start	TRUE	s2
het	DEL	128	4	start	TRUE	s2
het	DEL	147	6	start	TRUE	s2
hom	DEL	70	5	start	TRUE	s2
het	DEL	313	4	both	FALSE	s2
hom	DEL	65	3	both	TRUE	s2
hom	DEL	265	2	start	TRUE	s2
het	DEL	53	4	both	TRUE	s2
het	DEL	55	9	start	TRUE	s2
hom	DEL	140	2	start	TRUE	s2
het	DEL	190	3	both	TRUE	s2
het	DEL	116	8	both	FALSE	s2
hom	DEL	94	4	start	TRUE	s2
hom	DEL	101	8	start	TRUE	s2
hom	DEL	240	2	start	TRUE	s2
het	DEL	401	4	both	FALSE	s2
hom	DEL	115	6	both	FALSE	s2
het	DEL	73	1	start	TRUE	s2
het	DEL	56	5	start	TRUE	s2
hom	DEL	98	9	start	TRUE	s2
het	DEL	306	6	both	FALSE	s2
het	DEL	120	6	both	FALSE	s2
het	DEL	156	4	start	FALSE	s2
het	DEL	85	2	start	TRUE	s2
het	DEL	149	10	start	FALSE	s2
hom	DEL	74	5	both	FALSE	s2
hom	DEL	51	8	both	FALSE	s2
het	DEL	104	9	start	FALSE	s2
hom	DEL	72	8	start	TRUE	s2
het	DEL	352	8	both	FALSE	s2
het	DEL	105	7	start	TRUE	s2
het	DEL	1737	3	start	TRUE	s2
het	DEL	466	2	both	TRUE	s2
het	DEL	66	8	both	FALSE	s2
het	DEL	270	7	start	TRUE	s2
hom	DEL	55	8	start	TRUE	s2
het	DEL	204	7	start	TRUE	s2
hom	DEL	89	8	start	FALSE	s2
het	DEL	73	8	both	FALSE	s2
het	DEL	128	8	start	TRUE	s2
het	DEL	648	10	start	FALSE	s2
het	DEL	123	2	both	FALSE	s2
het	DEL	120	2	both	FALSE	s2
hom	DEL	3263	8	both	FALSE	s2
het	DEL	85	10	start	FALSE	s2
het	DEL	91	5	both	FALSE	s2
hom	DEL	869	10	start	TRUE	s2
het	DEL	210	3	start	TRUE	s2
hom	DEL	64	8	both	FALSE	s2
het	DEL	96	10	both	FALSE	s2
hom	DEL	70	7	start	TRUE	s2
het	DEL	97	7	both	FALSE	s2
hom	DEL	155	6	start	TRUE	s2
hom	DEL	324	10	both	FALSE	s2
het	DEL	4699	10	both	FALSE	s2
het	DEL	93	5	start	TRUE	s2
hom	DEL	59	8	start	FALSE	s2
het	DEL	151	1	both	TRUE	s2
hom	DEL	387	9	start	FALSE	s2
hom	DEL	97	6	start	TRUE	s2
het	DEL	61	7	both	FALSE	s2
het	DEL	131	8	start	TRUE	s2
hom	DEL	75	4	start	FALSE	s2
het	DEL	301	6	both	FALSE	s2
hom	DEL	325	8	both	FALSE	s2
het	DEL	163	4	start	TRUE	s2
het	DEL	55	7	both	FALSE	s2
het	DEL	148	5	start	FALSE	s2
hom	DEL	345	2	start	TRUE	s2
het	DEL	384	4	start	TRUE	s2
het	DEL	7648	6	both	FALSE	s2
het	DEL	1279	7	start	TRUE	s2
het	DEL	6641	8	start	TRUE	s2
hom	DEL	107	1	start	TRUE	s2
het	DEL	52	1	start	TRUE	s2
hom	DEL	70	9	start	TRUE	s2
het	DEL	86	6	start	TRUE	s2
het	DEL	62	3	both	FALSE	s2
hom	DEL	3463	5	both	FALSE	s2
hom	DEL	102	3	both	TRUE	s2
hom	DEL	52	2	both	TRUE	s2
het	DEL	69	7	both	FALSE	s2
hom	DEL	75	4	start	TRUE	s2
het	DEL	457	2	both	FALSE	s2
hom	DEL	89	5	both	TRUE	s2
hom	DEL	529	9	start	TRUE	s2
