type	size	FN	FP	TP	TP.baseline	precision	recall	F1	exp	method	sample	region	eval	min.cov
INV	(2.5e+03,5e+03]	5	0	0	0	NA	0	NA	svpop	paragraph	HG00514	all	call	0.9
INV	(200,300]	5	0	0	0	NA	0	NA	svpop	paragraph	HG00514	all	call	0.9
INV	(300,400]	2	1	1	1	0.5	0.3333	0.4	svpop	paragraph	HG00514	all	call	0.9
INV	(400,600]	1	2	3	3	0.6	0.75	0.6667	svpop	paragraph	HG00514	all	call	0.9
INV	(5e+03,Inf]	25	0	3	3	1	0.1071	0.1935	svpop	paragraph	HG00514	all	call	0.9
INV	(600,800]	4	0	0	0	NA	0	NA	svpop	paragraph	HG00514	all	call	0.9
INV	(800,1e+03]	1	0	1	1	1	0.5	0.6667	svpop	paragraph	HG00514	all	call	0.9
INV	[50,100]	1	1	2	2	0.6667	0.6667	0.6667	svpop	paragraph	HG00514	all	call	0.9
DEL	(100,200]	82	44	196	195	0.8167	0.704	0.7562	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	34	26	192	192	0.8807	0.8496	0.8649	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	27	3	112	112	0.9739	0.8058	0.8819	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(200,300]	31	22	158	158	0.8778	0.836	0.8564	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(300,400]	16	133	797	797	0.857	0.9803	0.9145	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(400,600]	9	11	85	86	0.8854	0.9053	0.8952	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(5e+03,Inf]	13	8	119	119	0.937	0.9015	0.9189	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(600,800]	15	5	53	53	0.9138	0.7794	0.8413	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(800,1e+03]	20	8	50	51	0.8621	0.7183	0.7837	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	[50,100]	167	49	299	296	0.8592	0.6393	0.7331	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(100,200]	95	170	400	393	0.7018	0.8053	0.75	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(1e+03,2.5e+03]	37	29	293	294	0.9099	0.8882	0.8989	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(2.5e+03,5e+03]	30	25	165	165	0.8684	0.8462	0.8572	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(200,300]	63	59	194	193	0.7668	0.7539	0.7603	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(300,400]	173	177	608	609	0.7745	0.7788	0.7766	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(400,600]	18	20	145	144	0.8788	0.8889	0.8838	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(5e+03,Inf]	25	13	98	98	0.8829	0.7967	0.8376	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(600,800]	10	12	122	122	0.9104	0.9242	0.9172	svpop	paragraph	HG00514	nonrep	call	0.9
INS	(800,1e+03]	12	6	86	86	0.9348	0.8776	0.9053	svpop	paragraph	HG00514	nonrep	call	0.9
INS	[50,100]	121	494	505	495	0.5055	0.8036	0.6206	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(100,200]	2	1	1	1	0.5	0.3333	0.4	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(1e+03,2.5e+03]	2	0	3	3	1	0.6	0.75	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(200,300]	4	0	0	0	NA	0	NA	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(300,400]	2	0	1	1	1	0.3333	0.5	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(400,600]	1	0	3	3	1	0.75	0.8571	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(5e+03,Inf]	9	0	2	2	1	0.1818	0.3077	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(600,800]	2	0	0	0	NA	0	NA	svpop	paragraph	HG00514	nonrep	call	0.9
INV	(800,1e+03]	1	0	1	1	1	0.5	0.6667	svpop	paragraph	HG00514	nonrep	call	0.9
INV	[50,100]	1	1	2	2	0.6667	0.6667	0.6667	svpop	paragraph	HG00514	nonrep	call	0.9
DEL	(100,200]	1169	665	799	775	0.5458	0.3987	0.4608	svpop	paragraph	HG00733	all	call	0.9
DEL	(1e+03,2.5e+03]	168	61	228	228	0.7889	0.5758	0.6657	svpop	paragraph	HG00733	all	call	0.9
DEL	(2.5e+03,5e+03]	109	12	132	132	0.9167	0.5477	0.6857	svpop	paragraph	HG00733	all	call	0.9
DEL	(200,300]	380	201	334	336	0.6243	0.4693	0.5358	svpop	paragraph	HG00733	all	call	0.9
DEL	(300,400]	244	196	989	989	0.8346	0.8021	0.818	svpop	paragraph	HG00733	all	call	0.9
DEL	(400,600]	164	85	127	126	0.5991	0.4345	0.5037	svpop	paragraph	HG00733	all	call	0.9
DEL	(5e+03,Inf]	83	8	117	117	0.936	0.585	0.72	svpop	paragraph	HG00733	all	call	0.9
DEL	(600,800]	121	52	89	88	0.6312	0.4211	0.5052	svpop	paragraph	HG00733	all	call	0.9
DEL	(800,1e+03]	64	34	76	74	0.6909	0.5362	0.6038	svpop	paragraph	HG00733	all	call	0.9
DEL	[50,100]	2056	2056	1908	1875	0.4813	0.477	0.4791	svpop	paragraph	HG00733	all	call	0.9
INS	(100,200]	1167	2192	1787	1750	0.4491	0.5999	0.5137	svpop	paragraph	HG00733	all	call	0.9
INS	(1e+03,2.5e+03]	196	234	515	515	0.6876	0.7243	0.7055	svpop	paragraph	HG00733	all	call	0.9
INS	(2.5e+03,5e+03]	88	71	216	216	0.7526	0.7105	0.7309	svpop	paragraph	HG00733	all	call	0.9
INS	(200,300]	547	681	767	761	0.5297	0.5818	0.5545	svpop	paragraph	HG00733	all	call	0.9
INS	(300,400]	458	545	924	918	0.629	0.6672	0.6475	svpop	paragraph	HG00733	all	call	0.9
INS	(400,600]	279	315	572	567	0.6449	0.6702	0.6573	svpop	paragraph	HG00733	all	call	0.9
INS	(5e+03,Inf]	73	28	121	122	0.8121	0.6256	0.7068	svpop	paragraph	HG00733	all	call	0.9
INS	(600,800]	168	168	376	371	0.6912	0.6883	0.6897	svpop	paragraph	HG00733	all	call	0.9
INS	(800,1e+03]	99	93	228	227	0.7103	0.6963	0.7032	svpop	paragraph	HG00733	all	call	0.9
INS	[50,100]	1881	4340	2566	2426	0.3716	0.5633	0.4478	svpop	paragraph	HG00733	all	call	0.9
INV	(100,200]	6	1	0	0	0	0	NA	svpop	paragraph	HG00733	all	call	0.9
INV	(1e+03,2.5e+03]	6	1	4	4	0.8	0.4	0.5333	svpop	paragraph	HG00733	all	call	0.9
INV	(2.5e+03,5e+03]	7	0	0	0	NA	0	NA	svpop	paragraph	HG00733	all	call	0.9
INV	(200,300]	5	1	1	1	0.5	0.1667	0.25	svpop	paragraph	HG00733	all	call	0.9
INV	(300,400]	1	0	3	3	1	0.75	0.8571	svpop	paragraph	HG00733	all	call	0.9
INV	(400,600]	3	0	1	1	1	0.25	0.4	svpop	paragraph	HG00733	all	call	0.9
INV	(5e+03,Inf]	21	0	2	2	1	0.087	0.1601	svpop	paragraph	HG00733	all	call	0.9
INV	(600,800]	2	0	0	0	NA	0	NA	svpop	paragraph	HG00733	all	call	0.9
INV	(800,1e+03]	4	0	1	1	1	0.2	0.3333	svpop	paragraph	HG00733	all	call	0.9
INV	[50,100]	2	1	1	1	0.5	0.3333	0.4	svpop	paragraph	HG00733	all	call	0.9
DEL	(100,200]	49	50	181	189	0.7835	0.7941	0.7888	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	37	26	175	175	0.8706	0.8255	0.8475	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	35	3	94	94	0.9691	0.7287	0.8319	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(200,300]	21	24	163	165	0.8717	0.8871	0.8793	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(300,400]	18	92	850	851	0.9023	0.9793	0.9392	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(400,600]	15	15	83	84	0.8469	0.8485	0.8477	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(5e+03,Inf]	22	10	116	116	0.9206	0.8406	0.8788	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(600,800]	9	7	48	48	0.8727	0.8421	0.8571	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(800,1e+03]	16	6	58	59	0.9062	0.7867	0.8422	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	[50,100]	102	102	234	247	0.6964	0.7077	0.702	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(100,200]	120	205	370	378	0.6435	0.759	0.6965	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(1e+03,2.5e+03]	47	45	250	250	0.8475	0.8418	0.8446	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(2.5e+03,5e+03]	25	15	169	169	0.9185	0.8711	0.8942	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(200,300]	74	72	193	192	0.7283	0.7218	0.725	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(300,400]	160	226	534	533	0.7026	0.7691	0.7343	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(400,600]	25	23	141	141	0.8598	0.8494	0.8546	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(5e+03,Inf]	26	14	105	105	0.8824	0.8015	0.84	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(600,800]	18	13	124	122	0.9051	0.8714	0.8879	svpop	paragraph	HG00733	nonrep	call	0.9
INS	(800,1e+03]	10	7	88	88	0.9263	0.898	0.9119	svpop	paragraph	HG00733	nonrep	call	0.9
INS	[50,100]	110	492	537	531	0.5219	0.8284	0.6404	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(100,200]	5	1	1	1	0.5	0.1667	0.25	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(1e+03,2.5e+03]	3	1	3	3	0.75	0.5	0.6	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(200,300]	4	2	0	0	0	0	NA	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(300,400]	1	0	3	3	1	0.75	0.8571	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(400,600]	2	0	2	2	1	0.5	0.6667	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(5e+03,Inf]	8	0	1	1	1	0.1111	0.2	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(600,800]	0	0	0	0	NA	NA	NA	svpop	paragraph	HG00733	nonrep	call	0.9
INV	(800,1e+03]	4	0	1	1	1	0.2	0.3333	svpop	paragraph	HG00733	nonrep	call	0.9
INV	[50,100]	1	2	2	2	0.5	0.6667	0.5714	svpop	paragraph	HG00733	nonrep	call	0.9
DEL	(100,200]	1346	894	990	972	0.5255	0.4193	0.4664	svpop	paragraph	NA19240	all	call	0.9
DEL	(1e+03,2.5e+03]	159	83	334	330	0.801	0.6748	0.7325	svpop	paragraph	NA19240	all	call	0.9
DEL	(2.5e+03,5e+03]	94	16	189	187	0.922	0.6655	0.773	svpop	paragraph	NA19240	all	call	0.9
DEL	(200,300]	419	266	403	405	0.6024	0.4915	0.5413	svpop	paragraph	NA19240	all	call	0.9
DEL	(300,400]	261	242	1152	1147	0.8264	0.8146	0.8205	svpop	paragraph	NA19240	all	call	0.9
DEL	(400,600]	159	109	194	180	0.6403	0.531	0.5806	svpop	paragraph	NA19240	all	call	0.9
DEL	(5e+03,Inf]	62	25	158	158	0.8634	0.7182	0.7841	svpop	paragraph	NA19240	all	call	0.9
DEL	(600,800]	110	74	119	116	0.6166	0.5133	0.5602	svpop	paragraph	NA19240	all	call	0.9
DEL	(800,1e+03]	60	40	85	86	0.68	0.589	0.6312	svpop	paragraph	NA19240	all	call	0.9
DEL	[50,100]	2197	2836	2407	2318	0.4591	0.5134	0.4847	svpop	paragraph	NA19240	all	call	0.9
INS	(100,200]	1326	2727	2089	2031	0.4338	0.605	0.5053	svpop	paragraph	NA19240	all	call	0.9
INS	(1e+03,2.5e+03]	219	248	625	624	0.7159	0.7402	0.7278	svpop	paragraph	NA19240	all	call	0.9
INS	(2.5e+03,5e+03]	101	97	238	239	0.7104	0.7029	0.7066	svpop	paragraph	NA19240	all	call	0.9
INS	(200,300]	623	837	879	877	0.5122	0.5847	0.5461	svpop	paragraph	NA19240	all	call	0.9
INS	(300,400]	507	665	1030	1030	0.6077	0.6701	0.6374	svpop	paragraph	NA19240	all	call	0.9
INS	(400,600]	303	388	623	621	0.6162	0.6721	0.6429	svpop	paragraph	NA19240	all	call	0.9
INS	(5e+03,Inf]	89	53	159	160	0.75	0.6426	0.6922	svpop	paragraph	NA19240	all	call	0.9
INS	(600,800]	169	209	397	393	0.6551	0.6993	0.6765	svpop	paragraph	NA19240	all	call	0.9
INS	(800,1e+03]	100	117	242	243	0.6741	0.7085	0.6909	svpop	paragraph	NA19240	all	call	0.9
INS	[50,100]	2117	5634	3188	2976	0.3614	0.5843	0.4466	svpop	paragraph	NA19240	all	call	0.9
INV	(100,200]	4	3	0	0	0	0	NA	svpop	paragraph	NA19240	all	call	0.9
INV	(1e+03,2.5e+03]	8	0	5	5	1	0.3846	0.5555	svpop	paragraph	NA19240	all	call	0.9
INV	(2.5e+03,5e+03]	5	0	1	1	1	0.1667	0.2858	svpop	paragraph	NA19240	all	call	0.9
INV	(200,300]	3	0	2	2	1	0.4	0.5714	svpop	paragraph	NA19240	all	call	0.9
INV	(300,400]	1	1	2	2	0.6667	0.6667	0.6667	svpop	paragraph	NA19240	all	call	0.9
INV	(400,600]	3	3	3	3	0.5	0.5	0.5	svpop	paragraph	NA19240	all	call	0.9
INV	(5e+03,Inf]	19	0	1	1	1	0.05	0.0952	svpop	paragraph	NA19240	all	call	0.9
INV	(600,800]	3	0	0	0	NA	0	NA	svpop	paragraph	NA19240	all	call	0.9
INV	(800,1e+03]	1	0	1	1	1	0.5	0.6667	svpop	paragraph	NA19240	all	call	0.9
INV	[50,100]	2	2	1	1	0.3333	0.3333	0.3333	svpop	paragraph	NA19240	all	call	0.9
DEL	(100,200]	65	49	216	235	0.8151	0.7833	0.7989	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	41	32	228	228	0.8769	0.8476	0.862	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	38	5	125	125	0.9615	0.7669	0.8532	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(200,300]	34	21	182	183	0.8966	0.8433	0.8691	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(300,400]	25	116	969	971	0.8931	0.9749	0.9322	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(400,600]	18	14	98	98	0.875	0.8448	0.8596	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(5e+03,Inf]	24	9	125	125	0.9328	0.8389	0.8834	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(600,800]	11	10	71	71	0.8765	0.8659	0.8712	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(800,1e+03]	20	10	65	65	0.8667	0.7647	0.8125	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	[50,100]	111	94	280	312	0.7487	0.7376	0.7431	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(100,200]	120	194	398	399	0.6723	0.7688	0.7173	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(1e+03,2.5e+03]	51	38	318	318	0.8933	0.8618	0.8773	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(2.5e+03,5e+03]	46	20	176	176	0.898	0.7928	0.8421	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(200,300]	126	95	209	207	0.6875	0.6216	0.6529	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(300,400]	200	256	580	581	0.6938	0.7439	0.718	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(400,600]	27	27	153	153	0.85	0.85	0.85	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(5e+03,Inf]	42	11	140	140	0.9272	0.7692	0.8408	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(600,800]	17	12	132	131	0.9167	0.8851	0.9006	svpop	paragraph	NA19240	nonrep	call	0.9
INS	(800,1e+03]	13	7	96	96	0.932	0.8807	0.9056	svpop	paragraph	NA19240	nonrep	call	0.9
INS	[50,100]	144	506	544	545	0.5181	0.791	0.6261	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(100,200]	3	2	0	0	0	0	NA	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(1e+03,2.5e+03]	6	0	3	3	1	0.3333	0.5	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	1	1	1	0.25	0.4	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(200,300]	3	0	2	2	1	0.4	0.5714	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(300,400]	1	0	2	2	1	0.6667	0.8	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(400,600]	3	0	3	3	1	0.5	0.6667	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(5e+03,Inf]	7	0	0	0	NA	0	NA	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(600,800]	1	0	0	0	NA	0	NA	svpop	paragraph	NA19240	nonrep	call	0.9
INV	(800,1e+03]	1	0	1	1	1	0.5	0.6667	svpop	paragraph	NA19240	nonrep	call	0.9
INV	[50,100]	2	2	1	1	0.3333	0.3333	0.3333	svpop	paragraph	NA19240	nonrep	call	0.9
DEL	(100,200]	1410	682	647	635	0.4868	0.3105	0.3792	svpop	smrtsv	HG00514	all	call	0.9
DEL	(1e+03,2.5e+03]	246	92	184	185	0.6667	0.4292	0.5222	svpop	smrtsv	HG00514	all	call	0.9
DEL	(2.5e+03,5e+03]	118	23	111	111	0.8284	0.4847	0.6116	svpop	smrtsv	HG00514	all	call	0.9
DEL	(200,300]	470	215	272	269	0.5585	0.364	0.4407	svpop	smrtsv	HG00514	all	call	0.9
DEL	(300,400]	526	245	692	698	0.7385	0.5703	0.6436	svpop	smrtsv	HG00514	all	call	0.9
DEL	(400,600]	181	96	116	113	0.5472	0.3844	0.4516	svpop	smrtsv	HG00514	all	call	0.9
DEL	(5e+03,Inf]	99	18	91	91	0.8349	0.4789	0.6087	svpop	smrtsv	HG00514	all	call	0.9
DEL	(600,800]	188	56	70	69	0.5556	0.2685	0.362	svpop	smrtsv	HG00514	all	call	0.9
DEL	(800,1e+03]	87	35	45	46	0.5625	0.3459	0.4284	svpop	smrtsv	HG00514	all	call	0.9
DEL	[50,100]	2874	1991	1556	1491	0.4387	0.3416	0.3841	svpop	smrtsv	HG00514	all	call	0.9
INS	(100,200]	2105	1844	1292	1235	0.412	0.3698	0.3898	svpop	smrtsv	HG00514	all	call	0.9
INS	(1e+03,2.5e+03]	508	178	274	273	0.6062	0.3496	0.4435	svpop	smrtsv	HG00514	all	call	0.9
INS	(2.5e+03,5e+03]	211	77	114	115	0.5969	0.3528	0.4435	svpop	smrtsv	HG00514	all	call	0.9
INS	(200,300]	874	627	545	536	0.465	0.3801	0.4183	svpop	smrtsv	HG00514	all	call	0.9
INS	(300,400]	927	669	614	611	0.4786	0.3973	0.4342	svpop	smrtsv	HG00514	all	call	0.9
INS	(400,600]	529	270	340	336	0.5574	0.3884	0.4578	svpop	smrtsv	HG00514	all	call	0.9
INS	(5e+03,Inf]	137	26	39	38	0.6	0.2171	0.3188	svpop	smrtsv	HG00514	all	call	0.9
INS	(600,800]	352	156	174	174	0.5273	0.3308	0.4066	svpop	smrtsv	HG00514	all	call	0.9
INS	(800,1e+03]	204	71	117	117	0.6223	0.3645	0.4597	svpop	smrtsv	HG00514	all	call	0.9
INS	[50,100]	2942	4668	2045	1810	0.3046	0.3809	0.3385	svpop	smrtsv	HG00514	all	call	0.9
INV	(100,200]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(1e+03,2.5e+03]	7	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(2.5e+03,5e+03]	5	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(200,300]	5	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(400,600]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(5e+03,Inf]	28	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(600,800]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	(800,1e+03]	2	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
INV	[50,100]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	all	call	0.9
DEL	(100,200]	115	68	164	162	0.7069	0.5848	0.6401	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	95	30	131	131	0.8137	0.5796	0.677	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	58	7	81	81	0.9205	0.5827	0.7136	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(200,300]	66	25	123	123	0.8311	0.6508	0.73	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(300,400]	215	127	598	598	0.8248	0.7355	0.7776	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(400,600]	32	16	63	63	0.7975	0.6632	0.7242	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(5e+03,Inf]	54	9	78	78	0.8966	0.5909	0.7123	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(600,800]	28	13	40	40	0.7547	0.5882	0.6611	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(800,1e+03]	36	14	34	35	0.7083	0.493	0.5814	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	[50,100]	227	133	236	236	0.6396	0.5097	0.5673	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(100,200]	258	233	238	230	0.5053	0.4713	0.4877	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(1e+03,2.5e+03]	220	46	111	111	0.707	0.3353	0.4549	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(2.5e+03,5e+03]	116	34	79	79	0.6991	0.4051	0.513	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(200,300]	123	120	132	133	0.5238	0.5195	0.5216	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(300,400]	442	408	342	340	0.456	0.4348	0.4451	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(400,600]	91	31	74	71	0.7048	0.4383	0.5405	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(5e+03,Inf]	93	10	30	30	0.75	0.2439	0.3681	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(600,800]	92	25	40	40	0.6154	0.303	0.4061	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	(800,1e+03]	58	17	40	40	0.7018	0.4082	0.5162	svpop	smrtsv	HG00514	nonrep	call	0.9
INS	[50,100]	296	540	337	320	0.3843	0.5195	0.4418	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(100,200]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(1e+03,2.5e+03]	5	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(200,300]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(400,600]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(5e+03,Inf]	11	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(600,800]	2	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	(800,1e+03]	2	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
INV	[50,100]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00514	nonrep	call	0.9
DEL	(100,200]	1296	685	649	648	0.4865	0.3333	0.3956	svpop	smrtsv	HG00733	all	call	0.9
DEL	(1e+03,2.5e+03]	240	85	155	156	0.6458	0.3939	0.4893	svpop	smrtsv	HG00733	all	call	0.9
DEL	(2.5e+03,5e+03]	131	25	111	110	0.8162	0.4564	0.5854	svpop	smrtsv	HG00733	all	call	0.9
DEL	(200,300]	454	208	264	262	0.5593	0.3659	0.4424	svpop	smrtsv	HG00733	all	call	0.9
DEL	(300,400]	514	201	717	719	0.781	0.5831	0.6677	svpop	smrtsv	HG00733	all	call	0.9
DEL	(400,600]	190	91	102	100	0.5285	0.3448	0.4173	svpop	smrtsv	HG00733	all	call	0.9
DEL	(5e+03,Inf]	111	14	89	89	0.8641	0.445	0.5875	svpop	smrtsv	HG00733	all	call	0.9
DEL	(600,800]	143	53	66	66	0.5546	0.3158	0.4024	svpop	smrtsv	HG00733	all	call	0.9
DEL	(800,1e+03]	88	22	51	50	0.6986	0.3623	0.4771	svpop	smrtsv	HG00733	all	call	0.9
DEL	[50,100]	2530	1943	1409	1401	0.4203	0.3564	0.3857	svpop	smrtsv	HG00733	all	call	0.9
INS	(100,200]	1719	1838	1230	1198	0.4009	0.4107	0.4057	svpop	smrtsv	HG00733	all	call	0.9
INS	(1e+03,2.5e+03]	462	194	248	249	0.5611	0.3502	0.4312	svpop	smrtsv	HG00733	all	call	0.9
INS	(2.5e+03,5e+03]	206	89	97	98	0.5215	0.3224	0.3985	svpop	smrtsv	HG00733	all	call	0.9
INS	(200,300]	809	670	505	499	0.4298	0.3815	0.4042	svpop	smrtsv	HG00733	all	call	0.9
INS	(300,400]	792	752	585	584	0.4375	0.4244	0.4309	svpop	smrtsv	HG00733	all	call	0.9
INS	(400,600]	512	246	342	334	0.5816	0.3948	0.4703	svpop	smrtsv	HG00733	all	call	0.9
INS	(5e+03,Inf]	145	37	50	50	0.5747	0.2564	0.3546	svpop	smrtsv	HG00733	all	call	0.9
INS	(600,800]	361	120	175	178	0.5932	0.3302	0.4242	svpop	smrtsv	HG00733	all	call	0.9
INS	(800,1e+03]	218	65	108	108	0.6243	0.3313	0.4329	svpop	smrtsv	HG00733	all	call	0.9
INS	[50,100]	2490	4593	2008	1817	0.3042	0.4219	0.3535	svpop	smrtsv	HG00733	all	call	0.9
INV	(100,200]	6	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(1e+03,2.5e+03]	10	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(2.5e+03,5e+03]	7	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(200,300]	6	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(300,400]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(400,600]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(5e+03,Inf]	23	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
